gene,furthest_stage,pu_role
TUBA1A,Approved,P
TUBA1B,Approved,P
TUBA1C,Approved,P
TUBA3C,Approved,P
TUBA3D,,unlabeled
TUBA3E,Approved,P
TUBA4A,Approved,P
TUBA4B,,unlabeled
TUBA8,,unlabeled
TUBAL3,,unlabeled
TUBB,Approved,P
TUBB1,Approved,P
TUBB2A,Approved,P
TUBB2B,Approved,P
TUBB3,Approved,P
TUBB4A,Approved,P
TUBB4B,Approved,P
TUBB6,Approved,P
TUBB8,Approved,P
TUBB8B,,unlabeled
TUBD1,,unlabeled
TUBE1,,unlabeled
TUBG1,,unlabeled
TUBG2,,unlabeled
TUBGCP2,,unlabeled
TUBGCP3,,unlabeled
TUBGCP4,,unlabeled
TUBGCP5,,unlabeled
TUBGCP6,,unlabeled
TUFM,,unlabeled
TUFT1,,unlabeled
TULP1,,unlabeled
TULP2,,unlabeled
TULP3,,unlabeled
TULP4,,unlabeled
TUSC1,,unlabeled
TUSC2,,unlabeled
TUSC3,,unlabeled
TUT1,,unlabeled
TUT4,,unlabeled
TUT7,,unlabeled
TVP23A,,unlabeled
TVP23B,,unlabeled
TVP23C,,unlabeled
TVP23C-CDRT4,,unlabeled
TWF1,,unlabeled
TWF2,,unlabeled
TWIST1,,unlabeled
TWIST2,,unlabeled
TWNK,,unlabeled
TWSG1,,unlabeled
TXK,Phase 3,trial_heldout
TXLNA,,unlabeled
TXLNB,,unlabeled
TXLNG,,unlabeled
TXN,,unlabeled
TXN2,,unlabeled
TXNDC11,,unlabeled
TXNDC12,,unlabeled
TXNDC15,,unlabeled
TXNDC16,,unlabeled
TXNDC17,,unlabeled
TXNDC2,,unlabeled
TXNDC5,,unlabeled
TXNDC8,,unlabeled
TXNDC9,,unlabeled
TXNIP,,unlabeled
TXNL1,,unlabeled
TXNL4A,,unlabeled
TXNL4B,,unlabeled
TXNRD1,Approved,P
TXNRD2,,unlabeled
TXNRD3,,unlabeled
TYK2,Approved,P
TYMP,,unlabeled
TYMS,Phase 3,trial_heldout
TYR,Approved,P
TYRO3,,unlabeled
TYROBP,,unlabeled
TYRP1,,unlabeled
TYSND1,,unlabeled
TYW1,,unlabeled
TYW1B,,unlabeled
TYW3,,unlabeled
TYW5,,unlabeled
U2AF1,,unlabeled
U2AF1L4,,unlabeled
U2AF1L5,,unlabeled
U2AF2,,unlabeled
U2SURP,,unlabeled
UACA,,unlabeled
UAP1,,unlabeled
UAP1L1,,unlabeled
UBA1,,unlabeled
UBA2,,unlabeled
UBA3,Phase 3,trial_heldout
UBA5,,unlabeled
UBA52,,unlabeled
UBA6,,unlabeled
UBA7,,unlabeled
UBAC1,,unlabeled
UBAC2,,unlabeled
UBALD1,,unlabeled
UBALD2,,unlabeled
UBAP1,,unlabeled
UBAP1L,,unlabeled
UBAP2,,unlabeled
UBAP2L,,unlabeled
UBASH3A,,unlabeled
UBASH3B,,unlabeled
UBB,,unlabeled
UBC,,unlabeled
UBD,,unlabeled
UBE2A,,unlabeled
UBE2B,,unlabeled
UBE2C,,unlabeled
UBE2D1,,unlabeled
UBE2D2,,unlabeled
UBE2D3,,unlabeled
UBE2D4,,unlabeled
UBE2E1,,unlabeled
UBE2E2,,unlabeled
UBE2E3,,unlabeled
UBE2F,,unlabeled
UBE2F-SCLY,,unlabeled
UBE2G1,,unlabeled
UBE2G2,,unlabeled
UBE2H,,unlabeled
UBE2I,,unlabeled
UBE2J1,,unlabeled
UBE2J2,,unlabeled
UBE2K,,unlabeled
UBE2L3,,unlabeled
UBE2L5,,unlabeled
UBE2L6,,unlabeled
UBE2M,,unlabeled
UBE2N,,unlabeled
UBE2NL,,unlabeled
UBE2O,,unlabeled
UBE2Q1,,unlabeled
UBE2Q2,,unlabeled
UBE2QL1,,unlabeled
UBE2R2,,unlabeled
UBE2S,,unlabeled
UBE2T,,unlabeled
UBE2U,,unlabeled
UBE2V1,,unlabeled
UBE2V2,,unlabeled
UBE2W,,unlabeled
UBE2Z,,unlabeled
UBE3A,,unlabeled
UBE3B,,unlabeled
UBE3C,,unlabeled
UBE3D,,unlabeled
UBE4A,,unlabeled
UBE4B,,unlabeled
UBFD1,,unlabeled
UBIAD1,,unlabeled
UBL3,,unlabeled
UBL4A,,unlabeled
UBL4B,,unlabeled
UBL5,,unlabeled
UBL7,,unlabeled
UBLCP1,,unlabeled
UBN1,,unlabeled
UBN2,,unlabeled
UBOX5,,unlabeled
UBP1,,unlabeled
UBQLN1,,unlabeled
UBQLN2,,unlabeled
UBQLN3,,unlabeled
UBQLN4,,unlabeled
UBQLNL,,unlabeled
UBR1,,unlabeled
UBR2,,unlabeled
UBR3,,unlabeled
UBR4,,unlabeled
UBR5,,unlabeled
UBR7,,unlabeled
UBTD1,,unlabeled
UBTD2,,unlabeled
UBTF,,unlabeled
UBTFL1,,unlabeled
UBXN1,,unlabeled
UBXN10,,unlabeled
UBXN11,,unlabeled
UBXN2A,,unlabeled
UBXN2B,,unlabeled
UBXN4,,unlabeled
UBXN6,,unlabeled
UBXN7,,unlabeled
UBXN8,,unlabeled
UCHL1,,unlabeled
UCHL3,,unlabeled
UCHL5,,unlabeled
UCK1,,unlabeled
UCK2,,unlabeled
UCKL1,,unlabeled
UCMA,,unlabeled
UCN,,unlabeled
UCN2,,unlabeled
UCN3,,unlabeled
UCP1,,unlabeled
UCP2,,unlabeled
UCP3,,unlabeled
UEVLD,,unlabeled
UFC1,,unlabeled
UFD1,,unlabeled
UFL1,,unlabeled
UFM1,,unlabeled
UFSP1,,unlabeled
UFSP2,,unlabeled
UGCG,Approved,P
UGDH,,unlabeled
UGGT1,,unlabeled
UGGT2,,unlabeled
UGP2,,unlabeled
UGT1A1,,unlabeled
UGT1A10,,unlabeled
UGT1A3,,unlabeled
UGT1A4,,unlabeled
UGT1A5,,unlabeled
UGT1A6,,unlabeled
UGT1A7,,unlabeled
UGT1A8,,unlabeled
UGT1A9,,unlabeled
UGT2A1,,unlabeled
UGT2A2,,unlabeled
UGT2A3,,unlabeled
UGT2B10,,unlabeled
UGT2B11,,unlabeled
UGT2B15,,unlabeled
UGT2B17,,unlabeled
UGT2B28,,unlabeled
UGT2B4,,unlabeled
UGT2B7,,unlabeled
UGT3A1,,unlabeled
UGT3A2,,unlabeled
UGT8,,unlabeled
UHMK1,,unlabeled
UHRF1,,unlabeled
BLTP3A,,unlabeled
BLTP3B,,unlabeled
UHRF2,,unlabeled
UIMC1,,unlabeled
ULBP1,,unlabeled
ULBP2,,unlabeled
ULBP3,,unlabeled
ULK1,,unlabeled
ULK2,,unlabeled
ULK3,,unlabeled
ULK4,,unlabeled
UMAD1,,unlabeled
UMOD,,unlabeled
UMODL1,,unlabeled
UMPS,Approved,P
UNC119,,unlabeled
UNC119B,,unlabeled
UNC13A,,unlabeled
UNC13B,,unlabeled
UNC13C,,unlabeled
UNC13D,,unlabeled
UNC45A,,unlabeled
UNC45B,,unlabeled
UNC50,,unlabeled
UNC5A,,unlabeled
UNC5B,,unlabeled
UNC5C,,unlabeled
UNC5CL,,unlabeled
UNC5D,,unlabeled
UNC79,,unlabeled
UNC80,,unlabeled
UNC93A,,unlabeled
UNC93B1,,unlabeled
UNCX,,unlabeled
UNG,,unlabeled
UNK,,unlabeled
UNKL,,unlabeled
UPB1,,unlabeled
UPF1,,unlabeled
UPF2,,unlabeled
UPF3A,,unlabeled
UPF3B,,unlabeled
UPK1A,,unlabeled
UPK1B,,unlabeled
UPK2,,unlabeled
UPK3A,,unlabeled
UPK3B,,unlabeled
UPK3BL1,,unlabeled
UPK3BL2,,unlabeled
UPP1,,unlabeled
UPP2,,unlabeled
UPRT,,unlabeled
UQCC1,,unlabeled
UQCC2,,unlabeled
UQCC3,,unlabeled
UQCR10,,unlabeled
UQCR11,,unlabeled
UQCRB,,unlabeled
UQCRC1,,unlabeled
UQCRC2,,unlabeled
UQCRFS1,,unlabeled
UQCRH,,unlabeled
UQCRHL,,unlabeled
UQCRQ,,unlabeled
URAD,,unlabeled
URB1,,unlabeled
URB2,,unlabeled
URGCP,,unlabeled
URGCP-MRPS24,,unlabeled
URI1,,unlabeled
URM1,,unlabeled
UROC1,,unlabeled
UROD,,unlabeled
UROS,,unlabeled
USB1,,unlabeled
USE1,,unlabeled
USF1,,unlabeled
USF2,,unlabeled
USF3,,unlabeled
USH1C,,unlabeled
USH1G,,unlabeled
USH2A,,unlabeled
USHBP1,,unlabeled
USO1,,unlabeled
USP1,,unlabeled
USP10,,unlabeled
USP11,,unlabeled
USP12,,unlabeled
USP13,,unlabeled
USP14,,unlabeled
USP15,,unlabeled
USP16,,unlabeled
USP17L1,,unlabeled
USP17L10,,unlabeled
USP17L11,,unlabeled
USP17L17,,unlabeled
USP17L18,,unlabeled
USP17L2,,unlabeled
USP17L22,,unlabeled
USP17L23,,unlabeled
USP17L4,,unlabeled
USP17L7,,unlabeled
USP17L8,,unlabeled
USP18,,unlabeled
USP19,,unlabeled
USP2,,unlabeled
USP20,,unlabeled
USP21,,unlabeled
USP22,,unlabeled
USP24,,unlabeled
USP25,,unlabeled
USP26,,unlabeled
USP27X,,unlabeled
USP28,,unlabeled
USP29,,unlabeled
USP3,,unlabeled
USP30,,unlabeled
USP31,,unlabeled
USP32,,unlabeled
USP33,,unlabeled
USP34,,unlabeled
USP35,,unlabeled
USP36,,unlabeled
USP37,,unlabeled
USP38,,unlabeled
USP39,,unlabeled
USP4,,unlabeled
USP40,,unlabeled
USP41P,,unlabeled
USP42,,unlabeled
USP43,,unlabeled
USP44,,unlabeled
USP45,,unlabeled
USP46,,unlabeled
USP47,,unlabeled
USP48,,unlabeled
USP49,,unlabeled
USP5,,unlabeled
USP50,,unlabeled
USP51,,unlabeled
USP53,,unlabeled
USP54,,unlabeled
USP6,,unlabeled
USP6NL,,unlabeled
USP7,,unlabeled
USP8,,unlabeled
USP9X,,unlabeled
USP9Y,,unlabeled
USPL1,,unlabeled
UST,,unlabeled
UTF1,,unlabeled
UTP11,,unlabeled
UTP14A,,unlabeled
UTP14C,,unlabeled
UTP15,,unlabeled
UTP18,,unlabeled
UTP20,,unlabeled
UTP23,,unlabeled
UTP25,,unlabeled
UTP3,,unlabeled
UTP4,,unlabeled
UTP6,,unlabeled
UTRN,,unlabeled
UTS2,,unlabeled
UTS2B,,unlabeled
UTS2R,,unlabeled
UTY,,unlabeled
UVRAG,,unlabeled
UVSSA,,unlabeled
UXS1,,unlabeled
UXT,,unlabeled
VAC14,,unlabeled
VAMP1,,unlabeled
VAMP2,,unlabeled
VAMP3,,unlabeled
VAMP4,,unlabeled
VAMP5,,unlabeled
VAMP7,,unlabeled
VAMP8,,unlabeled
VANGL1,,unlabeled
VANGL2,,unlabeled
VAPA,,unlabeled
VAPB,,unlabeled
VARS1,,unlabeled
VARS2,,unlabeled
VASH1,,unlabeled
VASH2,,unlabeled
VASN,,unlabeled
VASP,,unlabeled
VAT1,,unlabeled
VAT1L,,unlabeled
VAV1,,unlabeled
VAV2,,unlabeled
VAV3,,unlabeled
VAX1,,unlabeled
VAX2,,unlabeled
VBP1,,unlabeled
VCAM1,,unlabeled
VCAN,,unlabeled
VCL,,unlabeled
VCP,,unlabeled
VCPIP1,,unlabeled
VCPKMT,,unlabeled
VCX,,unlabeled
VCX2,,unlabeled
VCX3A,,unlabeled
VCX3B,,unlabeled
VDAC1,,unlabeled
VDAC2,,unlabeled
VDAC3,,unlabeled
VDR,Approved,P
VEGFA,Phase 3,trial_heldout
VEGFB,,unlabeled
VEGFC,,unlabeled
VEGFD,,unlabeled
VENTX,,unlabeled
VEPH1,,unlabeled
VEZF1,,unlabeled
VEZT,,unlabeled
VGF,,unlabeled
VGLL1,,unlabeled
VGLL2,,unlabeled
VGLL3,,unlabeled
VGLL4,,unlabeled
VHL,,unlabeled
VHLL,,unlabeled
VIL1,,unlabeled
VILL,,unlabeled
VIM,,unlabeled
VIP,,unlabeled
VIPAS39,,unlabeled
VIPR1,,unlabeled
VIPR2,,unlabeled
VIRMA,,unlabeled
VIT,,unlabeled
VKORC1,Phase 1,trial_heldout
VKORC1L1,,unlabeled
VLDLR,,unlabeled
VMA21,,unlabeled
VMAC,,unlabeled
VMO1,,unlabeled
VMP1,,unlabeled
VN1R1,,unlabeled
VN1R2,,unlabeled
VN1R4,,unlabeled
VN1R5,,unlabeled
VNN1,,unlabeled
VNN2,,unlabeled
VNN3P,,unlabeled
VOPP1,,unlabeled
VPREB1,,unlabeled
VPREB3,,unlabeled
VPS11,,unlabeled
VPS13A,,unlabeled
VPS13B,,unlabeled
VPS13C,,unlabeled
VPS13D,,unlabeled
VPS16,,unlabeled
VPS18,,unlabeled
VPS25,,unlabeled
VPS26A,,unlabeled
VPS26B,,unlabeled
VPS26C,,unlabeled
VPS28,,unlabeled
VPS29,,unlabeled
VPS33A,,unlabeled
VPS33B,,unlabeled
VPS35,,unlabeled
VPS35L,,unlabeled
VPS36,,unlabeled
VPS37A,,unlabeled
VPS37B,,unlabeled
VPS37C,,unlabeled
VPS37D,,unlabeled
VPS39,,unlabeled
VPS41,,unlabeled
VPS45,,unlabeled
VPS4A,,unlabeled
VPS4B,,unlabeled
VPS50,,unlabeled
VPS51,,unlabeled
VPS52,,unlabeled
VPS53,,unlabeled
VPS54,,unlabeled
VPS72,,unlabeled
VPS8,,unlabeled
VPS9D1,,unlabeled
VRK1,,unlabeled
VRK2,,unlabeled
VRK3,,unlabeled
VRTN,,unlabeled
VSIG1,,unlabeled
VSIG10,,unlabeled
VSIG10L,,unlabeled
VSIG10L2,,unlabeled
VSIG2,,unlabeled
VSIG4,,unlabeled
VSIG8,,unlabeled
VSIR,,unlabeled
VSNL1,,unlabeled
VSTM1,,unlabeled
VSTM2A,,unlabeled
VSTM2B,,unlabeled
VSTM2L,,unlabeled
VSTM4,,unlabeled
VSTM5,,unlabeled
VSX1,,unlabeled
VSX2,,unlabeled
VTA1,,unlabeled
VTCN1,,unlabeled
VTI1A,,unlabeled
VTI1B,,unlabeled
VTN,,unlabeled
VWA1,,unlabeled
VWA2,,unlabeled
VWA3A,,unlabeled
VWA3B,,unlabeled
VWA5A,,unlabeled
VWA5B1,,unlabeled
VWA5B2,,unlabeled
VWA7,,unlabeled
VWA8,,unlabeled
VWC2,,unlabeled
VWC2L,,unlabeled
VWCE,,unlabeled
VWDE,,unlabeled
VWF,Approved,P
VXN,,unlabeled
WAC,,unlabeled
WAPL,,unlabeled
WARS1,,unlabeled
WARS2,,unlabeled
WAS,,unlabeled
WASF1,,unlabeled
WASF2,,unlabeled
WASF3,,unlabeled
WASH6P,,unlabeled
WASHC1,,unlabeled
WASHC2A,,unlabeled
WASHC2C,,unlabeled
WASHC3,,unlabeled
WASHC4,,unlabeled
WASHC5,,unlabeled
WASL,,unlabeled
WBP1,,unlabeled
WBP11,,unlabeled
WBP1L,,unlabeled
WBP2,,unlabeled
WBP2NL,,unlabeled
WBP4,,unlabeled
WDCP,,unlabeled
WDFY1,,unlabeled
WDFY2,,unlabeled
WDFY3,,unlabeled
WDFY4,,unlabeled
WDHD1,,unlabeled
WDPCP,,unlabeled
WDR1,,unlabeled
WDR11,,unlabeled
WDR12,,unlabeled
WDR13,,unlabeled
WDR17,,unlabeled
WDR18,,unlabeled
WDR19,,unlabeled
WDR20,,unlabeled
WDR24,,unlabeled
WDR25,,unlabeled
WDR26,,unlabeled
WDR27,,unlabeled
WDR3,,unlabeled
WDR31,,unlabeled
WDR33,,unlabeled
WDR35,,unlabeled
WDR36,,unlabeled
WDR37,,unlabeled
WDR38,,unlabeled
WDR4,,unlabeled
WDR41,,unlabeled
WDR43,,unlabeled
WDR44,,unlabeled
WDR45,,unlabeled
WDR45B,,unlabeled
WDR46,,unlabeled
WDR47,,unlabeled
WDR48,,unlabeled
WDR49,,unlabeled
WDR5,,unlabeled
WDR53,,unlabeled
WDR54,,unlabeled
WDR55,,unlabeled
WDR59,,unlabeled
WDR5B,,unlabeled
WDR6,,unlabeled
SKIC8,,unlabeled
WDR62,,unlabeled
WDR64,,unlabeled
WDR7,,unlabeled
WDR70,,unlabeled
WDR72,,unlabeled
WDR73,,unlabeled
WDR74,,unlabeled
WDR75,,unlabeled
WDR76,,unlabeled
WDR77,,unlabeled
WDR81,,unlabeled
WDR82,,unlabeled
WDR83,,unlabeled
WDR83OS,,unlabeled
WDR86,,unlabeled
WDR87,,unlabeled
WDR88,,unlabeled
WDR89,,unlabeled
WDR90,,unlabeled
WDR91,,unlabeled
WDR93,,unlabeled
WDR97,,unlabeled
WDSUB1,,unlabeled
WDTC1,,unlabeled
WEE1,Phase 2,trial_heldout
WEE2,,unlabeled
WFDC1,,unlabeled
WFDC10A,,unlabeled
WFDC10B,,unlabeled
WFDC11,,unlabeled
WFDC12,,unlabeled
WFDC13,,unlabeled
WFDC2,,unlabeled
WFDC3,,unlabeled
WFDC5,,unlabeled
WFDC6,,unlabeled
WFDC8,,unlabeled
WFDC9,,unlabeled
WFIKKN1,,unlabeled
WFIKKN2,,unlabeled
WFS1,,unlabeled
WHAMM,,unlabeled
WHRN,,unlabeled
WIF1,,unlabeled
WIPF1,,unlabeled
WIPF2,,unlabeled
WIPF3,,unlabeled
WIPI1,,unlabeled
WIPI2,,unlabeled
WIZ,,unlabeled
WLS,,unlabeled
WNK1,,unlabeled
WNK2,,unlabeled
WNK3,,unlabeled
WNK4,,unlabeled
WNT1,,unlabeled
WNT10A,,unlabeled
WNT10B,,unlabeled
WNT11,,unlabeled
WNT16,,unlabeled
WNT2,,unlabeled
WNT2B,,unlabeled
WNT3,,unlabeled
WNT3A,,unlabeled
WNT4,,unlabeled
WNT5A,,unlabeled
WNT5B,,unlabeled
WNT6,,unlabeled
WNT7A,,unlabeled
WNT7B,,unlabeled
WNT8A,,unlabeled
WNT8B,,unlabeled
WNT9A,,unlabeled
WNT9B,,unlabeled
WRAP53,,unlabeled
WRAP73,,unlabeled
WRN,,unlabeled
WRNIP1,,unlabeled
WSB1,,unlabeled
WSB2,,unlabeled
WSCD1,,unlabeled
WSCD2,,unlabeled
WT1,Phase 3,trial_heldout
WTAP,,unlabeled
WTIP,,unlabeled
WWC1,,unlabeled
WWC2,,unlabeled
WWC3,,unlabeled
WWOX,,unlabeled
WWP1,,unlabeled
WWP2,,unlabeled
WWTR1,,unlabeled
XAB2,,unlabeled
XAF1,,unlabeled
XAGE1B,,unlabeled
XAGE2,,unlabeled
XAGE3,,unlabeled
XAGE5,,unlabeled
XBP1,,unlabeled
XCL1,,unlabeled
XCL2,,unlabeled
XCR1,,unlabeled
XDH,Phase 3,trial_heldout
XG,,unlabeled
XIAP,,unlabeled
XIRP1,,unlabeled
XIRP2,,unlabeled
XK,,unlabeled
XKR3,,unlabeled
XKR4,,unlabeled
XKR5,,unlabeled
XKR6,,unlabeled
XKR7,,unlabeled
XKR8,,unlabeled
XKR9,,unlabeled
XKRX,,unlabeled
XPA,,unlabeled
XPC,,unlabeled
XPNPEP1,Phase 2,trial_heldout
XPNPEP2,Phase 2,trial_heldout
XPNPEP3,Phase 2,trial_heldout
XPO1,Approved,P
XPO4,,unlabeled
XPO5,,unlabeled
XPO6,,unlabeled
XPO7,,unlabeled
XPOT,,unlabeled
XPR1,,unlabeled
XRCC1,,unlabeled
XRCC2,,unlabeled
XRCC3,,unlabeled
XRCC4,,unlabeled
XRCC5,,unlabeled
XRCC6,,unlabeled
XRN1,,unlabeled
XRN2,,unlabeled
XRRA1,,unlabeled
XXYLT1,,unlabeled
XYLB,,unlabeled
XYLT1,,unlabeled
XYLT2,,unlabeled
YAE1,,unlabeled
YAF2,,unlabeled
YAP1,,unlabeled
YARS1,,unlabeled
YARS2,,unlabeled
YBEY,,unlabeled
YBX1,,unlabeled
YBX2,,unlabeled
YBX3,,unlabeled
YDJC,,unlabeled
YEATS2,,unlabeled
YEATS4,,unlabeled
YES1,Approved,P
YIF1A,,unlabeled
YIF1B,,unlabeled
YIPF1,,unlabeled
YIPF2,,unlabeled
YIPF3,,unlabeled
YIPF4,,unlabeled
YIPF5,,unlabeled
YIPF6,,unlabeled
YIPF7,,unlabeled
YJEFN3,,unlabeled
YJU2,,unlabeled
YJU2B,,unlabeled
YKT6,,unlabeled
YLPM1,,unlabeled
YME1L1,,unlabeled
YOD1,,unlabeled
YPEL1,,unlabeled
YPEL2,,unlabeled
YPEL3,,unlabeled
YPEL4,,unlabeled
YPEL5,,unlabeled
YRDC,,unlabeled
YTHDC1,,unlabeled
YTHDC2,,unlabeled
YTHDF1,,unlabeled
YTHDF2,,unlabeled
YTHDF3,,unlabeled
YWHAB,,unlabeled
YWHAE,,unlabeled
YWHAG,,unlabeled
YWHAH,,unlabeled
YWHAQ,,unlabeled
YWHAZ,,unlabeled
YY1,,unlabeled
YY1AP1,,unlabeled
YY2,,unlabeled
ZACN,,unlabeled
PTGR3,,unlabeled
ZAN,,unlabeled
ZAP70,,unlabeled
ZAR1,,unlabeled
ZAR1L,,unlabeled
ZBBX,,unlabeled
ZBED1,,unlabeled
ZBED2,,unlabeled
ZBED3,,unlabeled
ZBED4,,unlabeled
ZBED5,,unlabeled
ZBED6,,unlabeled
ZBED10P,,unlabeled
ZBED8,,unlabeled
SCAND3,,unlabeled
ZBP1,,unlabeled
ZBTB1,,unlabeled
ZBTB10,,unlabeled
ZBTB11,,unlabeled
ZBTB12,,unlabeled
ZBTB14,,unlabeled
ZBTB16,,unlabeled
ZBTB17,,unlabeled
ZBTB18,,unlabeled
ZBTB2,,unlabeled
ZBTB20,,unlabeled
ZBTB21,,unlabeled
ZBTB22,,unlabeled
ZBTB24,,unlabeled
ZBTB25,,unlabeled
ZBTB26,,unlabeled
ZBTB3,,unlabeled
ZBTB32,,unlabeled
ZBTB33,,unlabeled
ZBTB34,,unlabeled
ZBTB37,,unlabeled
ZBTB38,,unlabeled
ZBTB39,,unlabeled
ZBTB4,,unlabeled
ZBTB40,,unlabeled
ZBTB41,,unlabeled
ZBTB42,,unlabeled
ZBTB43,,unlabeled
ZBTB44,,unlabeled
ZBTB45,,unlabeled
ZBTB46,,unlabeled
ZBTB47,,unlabeled
ZBTB48,,unlabeled
ZBTB49,,unlabeled
ZBTB5,,unlabeled
ZBTB6,,unlabeled
ZBTB7A,,unlabeled
ZBTB7B,,unlabeled
ZBTB7C,,unlabeled
ZBTB8A,,unlabeled
ZBTB8B,,unlabeled
TSLIG1,,unlabeled
ZBTB9,,unlabeled
ZC2HC1A,,unlabeled
ZC2HC1B,,unlabeled
ZC2HC1C,,unlabeled
ZC3H10,,unlabeled
ZC3H11A,,unlabeled
ZC3H11B,,unlabeled
ZC3H12A,,unlabeled
ZC3H12B,,unlabeled
ZC3H12C,,unlabeled
ZC3H12D,,unlabeled
ZC3H13,,unlabeled
ZC3H14,,unlabeled
ZC3H15,,unlabeled
ZC3H18,,unlabeled
ZC3H3,,unlabeled
ZC3H4,,unlabeled
ZC3H6,,unlabeled
ZC3H7A,,unlabeled
ZC3H7B,,unlabeled
ZC3H8,,unlabeled
ZC3HAV1,,unlabeled
ZC3HAV1L,,unlabeled
ZC3HC1,,unlabeled
ZC4H2,,unlabeled
ZCCHC10,,unlabeled
ZCCHC12,,unlabeled
ZCCHC13,,unlabeled
ZCCHC14,,unlabeled
ZCCHC17,,unlabeled
ZCCHC18,,unlabeled
ZCCHC2,,unlabeled
ZCCHC24,,unlabeled
ZCCHC3,,unlabeled
ZCCHC4,,unlabeled
ZCCHC7,,unlabeled
ZCCHC8,,unlabeled
ZCCHC9,,unlabeled
ZCRB1,,unlabeled
ZCWPW1,,unlabeled
ZCWPW2,,unlabeled
ZDBF2,,unlabeled
ZDHHC1,,unlabeled
ZDHHC11,,unlabeled
ZDHHC11B,,unlabeled
ZDHHC12,,unlabeled
ZDHHC13,,unlabeled
ZDHHC14,,unlabeled
ZDHHC15,,unlabeled
ZDHHC16,,unlabeled
ZDHHC17,,unlabeled
ZDHHC18,,unlabeled
ZDHHC19,,unlabeled
ZDHHC2,,unlabeled
ZDHHC20,,unlabeled
ZDHHC21,,unlabeled
ZDHHC22,,unlabeled
ZDHHC23,,unlabeled
ZDHHC24,,unlabeled
ZDHHC3,,unlabeled
ZDHHC4,,unlabeled
ZDHHC5,,unlabeled
ZDHHC6,,unlabeled
ZDHHC7,,unlabeled
ZDHHC8,,unlabeled
ZDHHC9,,unlabeled
ZEB1,,unlabeled
ZEB2,,unlabeled
ZER1,,unlabeled
ZFAND1,,unlabeled
ZFAND2A,,unlabeled
ZFAND2B,,unlabeled
ZFAND3,,unlabeled
ZFAND4,,unlabeled
ZFAND5,,unlabeled
ZFAND6,,unlabeled
ZFAT,,unlabeled
ZFC3H1,,unlabeled
ZFHX2,,unlabeled
ZFHX3,,unlabeled
ZFHX4,,unlabeled
ZFP1,,unlabeled
ZFP14,,unlabeled
ZFP2,,unlabeled
ZFP28,,unlabeled
ZFP3,,unlabeled
ZFP30,,unlabeled
ZFP36,,unlabeled
ZFP36L1,,unlabeled
ZFP36L2,,unlabeled
ZFP37,,unlabeled
ZFP41,,unlabeled
ZFP42,,unlabeled
ZFP57,,unlabeled
ZFP62,,unlabeled
ZFP64,,unlabeled
ZFP69,,unlabeled
ZFP69B,,unlabeled
ZFP82,,unlabeled
ZFP90,,unlabeled
ZFP91,,unlabeled
ZFP91-CNTF,,unlabeled
ZFP92,,unlabeled
ZFPL1,,unlabeled
ZFPM1,,unlabeled
ZFPM2,,unlabeled
ZFR,,unlabeled
ZFR2,,unlabeled
ZFTA,,unlabeled
ZFX,,unlabeled
ZFY,,unlabeled
ZFYVE1,,unlabeled
ZFYVE16,,unlabeled
ZFYVE19,,unlabeled
ZFYVE21,,unlabeled
ZFYVE26,,unlabeled
ZFYVE27,,unlabeled
ZFYVE28,,unlabeled
ZFYVE9,,unlabeled
ZG16,,unlabeled
ZG16B,,unlabeled
ZGLP1,,unlabeled
ZGPAT,,unlabeled
ZGRF1,,unlabeled
ZHX1,,unlabeled
ZHX1-C8orf76,,unlabeled
ZHX2,,unlabeled
ZHX3,,unlabeled
ZIC1,,unlabeled
ZIC2,,unlabeled
ZIC3,,unlabeled
ZIC4,,unlabeled
ZIC5,,unlabeled
ZIK1,,unlabeled
ZIM2,,unlabeled
ZIM3,,unlabeled
ZKSCAN1,,unlabeled
ZKSCAN2,,unlabeled
ZKSCAN3,,unlabeled
ZKSCAN4,,unlabeled
ZKSCAN5,,unlabeled
ZKSCAN7,,unlabeled
ZKSCAN8,,unlabeled
ZMAT1,,unlabeled
ZMAT2,,unlabeled
ZMAT3,,unlabeled
ZMAT4,,unlabeled
ZMAT5,,unlabeled
ZMIZ1,,unlabeled
ZMIZ2,,unlabeled
ZMPSTE24,,unlabeled
ZMYM1,,unlabeled
ZMYM2,,unlabeled
ZMYM3,,unlabeled
ZMYM4,,unlabeled
ZMYM5,,unlabeled
ZMYM6,,unlabeled
ZMYND10,,unlabeled
ZMYND11,,unlabeled
ZMYND12,,unlabeled
ZMYND15,,unlabeled
ZMYND19,,unlabeled
ZMYND8,,unlabeled
ZNF10,,unlabeled
ZNF100,,unlabeled
ZNF101,,unlabeled
ZNF106,,unlabeled
ZNF107,,unlabeled
ZNF112,,unlabeled
ZNF114,,unlabeled
ZNF117,,unlabeled
ZNF12,,unlabeled
ZNF121,,unlabeled
ZNF124,,unlabeled
ZBTB35,,unlabeled
ZNF132,,unlabeled
ZNF133,,unlabeled
ZNF134,,unlabeled
ZNF135,,unlabeled
ZNF136,,unlabeled
ZNF138,,unlabeled
ZNF14,,unlabeled
ZNF140,,unlabeled
ZNF141,,unlabeled
ZNF142,,unlabeled
ZNF143,,unlabeled
ZNF146,,unlabeled
ZNF148,,unlabeled
ZNF154,,unlabeled
ZNF155,,unlabeled
ZNF157,,unlabeled
ZNF16,,unlabeled
ZNF160,,unlabeled
