gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score									
TBL1Y	ENSG00000092377	chrY	1.92E+00	-1.24E+00	0	0	0									
TBL2	ENSG00000106638	chr7	1.06E+00	1.42E+00	0	0	0									
TBL3	ENSG00000183751	chr16	8.42E-01	-1.15E+00	0	0	0									
TBP	ENSG00000112592	chr6	4.21E-01	3.70E+00	0	0	0									
TBPL1	ENSG00000028839	chr6	4.15E-01	3.07E+00	0	0.064805	0									
TBPL2	ENSG00000182521	chr14	1.36E+00	-8.57E-02	0	0	0									
TBR1	ENSG00000136535	chr2	2.18E-01	4.47E+00	0	0.079794	0									
TBRG1	ENSG00000154144	chr11	9.50E-01	1.75E-01	0	0	0									
TBRG4	ENSG00000136270	chr7	8.45E-01	1.20E+00	0	0.040642	0									
TBX1	ENSG00000184058	chr22	5.96E-01	-4.19E-01	1	0	0									
TBX10	ENSG00000167800	chr11	1.11E+00	8.66E-02	0	0	0									
TBX15	ENSG00000092607	chr1	4.95E-01	8.95E-01	0	0.441983	0									
TBX18	ENSG00000112837	chr6	5.50E-01	-6.09E-01	0	0.335536	0									
TBX19	ENSG00000143178	chr1	1.08E+00	1.42E+00	0	0.069331	0									
TBX2	ENSG00000121068	chr17	5.76E-01	1.68E-01	0	0.206663	0									
TBX20	ENSG00000164532	chr7	3.37E-01	2.78E+00	0	0	0									
TBX21	ENSG00000073861	chr17	3.49E-01	2.02E+00	1	0.815022	0									
TBX22	ENSG00000122145	chrX	4.80E-01	-1.33E+00	0	0	0									
TBX3	ENSG00000135111	chr12	3.81E-01	1.28E+00	0	0.413997	0									
TBX4	ENSG00000121075	chr17	3.78E-01	1.54E+00	0	0.243876	0									
TBX5	ENSG00000089225	chr12	2.82E-01	1.36E+00	0	0.3413	0									
TBX6	ENSG00000149922	chr16	9.35E-01	5.95E-01	0	0.503668	0									
TBXA2R	ENSG00000006638	chr19	1.48E+00	-2.81E-01	0	0	0									
TBXAS1	ENSG00000059377	chr7	1.01E+00	2.18E-02	0	0.185681	0									
TBXT	ENSG00000164458	chr6	6.79E-01	8.13E-01	0	0.127696	0									
TC2N	ENSG00000165929	chr14	1.04E+00	1.91E-01	0	0.073023	0									
TCAF1	ENSG00000198420	chr7	3.35E-01	3.49E+00	0	0	0									
TCAF2	ENSG00000170379	chr7	3.50E-01	8.59E+00	0	0	0									
TCAF2C	ENSG00000283528	chr7	NA	3.01E+00	0	0	0									
TCAIM	ENSG00000179152	chr3	8.12E-01	2.01E+00	0	0.068941	0									
TCAP	ENSG00000173991	chr17	1.32E+00	3.28E-01	0	0.068881	0									
TCEA1	ENSG00000187735	chr8	6.90E-01	2.57E+00	0	0.416122	0									
TCEA2	ENSG00000171703	chr20	7.41E-01	2.08E+00	0	0.200371	0									
TCEA3	ENSG00000204219	chr1	1.08E+00	9.99E-01	0	0	0									
TCEAL1	ENSG00000172465	chrX	NA	1.67E+00	0	0	0									
TCEAL2	ENSG00000184905	chrX	NA	-7.95E-02	0	0	0									
TCEAL3	ENSG00000196507	chrX	NA	1.96E+00	0	0	0									
TCEAL4	ENSG00000133142	chrX	3.76E+00	8.81E-01	0	0	0									
TCEAL5	ENSG00000204065	chrX	NA	1.60E+00	0	0	0									
TCEAL6	ENSG00000204071	chrX	1.03E+00	5.04E-01	0	0	0									
TCEAL7	ENSG00000182916	chrX	NA	7.21E-01	0	0	0									
TCEAL8	ENSG00000180964	chrX	NA	6.24E-01	0	0	0									
TCEAL9	ENSG00000185222	chrX	1.21E+00	-9.14E-02	0	0	0									
TCEANC	ENSG00000176896	chrX	1.65E+00	-8.26E-02	0	0	0									
TCEANC2	ENSG00000116205	chr1	1.28E+00	-3.43E-02	0	0	0									
TCERG1	ENSG00000113649	chr5	3.36E-01	4.06E+00	0	0.04153	0									
TCERG1L	ENSG00000176769	chr10	8.65E-01	-3.80E-01	0	0.417635	0									
TCF12	ENSG00000140262	chr15	6.71E-01	-3.08E-01	0	0	0									
TCF15	ENSG00000125878	chr20	1.19E+00	3.40E-02	0	0.071639	0									
TCF19	ENSG00000137310	chr6	8.58E-01	1.75E+00	0	0	0									
TCF20	ENSG00000100207	chr22	5.22E-02	6.87E-01	0	0	0									
TCF21	ENSG00000118526	chr6	5.73E-01	1.59E+00	0	0.310469	0									
TCF23	ENSG00000163792	chr2	1.01E+00	8.21E-01	0	0	0									
TCF24	ENSG00000261787	chr8	1.13E+00	4.46E-01	0	0	0									
TCF25	ENSG00000141002	chr16	6.40E-01	-9.09E-01	0	0.04222	0									
TCF3	ENSG00000071564	chr19	9.37E-01	-2.00E+00	1	0	0									
TCF4	ENSG00000196628	chr18	9.44E-02	4.89E+00	0	0.47897	0									
TCF7	ENSG00000081059	chr5	5.96E-01	-8.05E-01	0	0.730702	0									
TCF7L1	ENSG00000152284	chr2	4.19E-01	1.91E+00	0	0.28159	0									
TCF7L2	ENSG00000148737	chr10	4.18E-01	2.11E+00	0	0.847738	0									
TCFL5	ENSG00000101190	chr20	3.55E-01	1.79E-01	0	0	0									
TCHH	ENSG00000159450	chr1	1.88E+00	-4.06E+00	0	0.075305	0									
TCHHL1	ENSG00000182898	chr1	1.36E+00	7.75E-02	0	0.458883	0									
TCHP	ENSG00000139437	chr12	1.10E+00	-1.51E-01	0	0.400623	0									
TCIM	ENSG00000176907	chr8	1.50E+00	-2.75E-01	0	0	0									
TCIRG1	ENSG00000110719	chr11	1.08E+00	8.99E-01	1	0	0									
TCL1A	ENSG00000100721	chr14	9.27E-01	4.82E-01	0	0	0									
TCL1B	ENSG00000213231	chr14	1.30E+00	-2.60E-02	0	0.04031	0									
TCN1	ENSG00000134827	chr11	1.29E+00	-3.97E-01	0	0.388612	0									
TCN2	ENSG00000185339	chr22	9.31E-01	-2.34E+00	1	0	0									
TCOF1	ENSG00000070814	chr5	2.96E-01	1.12E+00	0	0	0									
TCP1	ENSG00000120438	chr6	2.16E-01	2.74E+00	0	0	0									
TCP10L	ENSG00000242220	chr21	9.47E-01	4.44E-01	0	0	0									
TCP10L2	ENSG00000166984	chr6	4.55E-01	5.47E+00	0	0	0									
TCP11	ENSG00000124678	chr6	1.01E+00	1.31E+00	0	0.632787	0									
TCP11L1	ENSG00000176148	chr11	7.85E-01	1.87E+00	0	0	0									
TCP11L2	ENSG00000166046	chr12	1.01E+00	4.57E-02	0	0	0									
TCP11X1	ENSG00000268235	chrX	NA	1.45E+00	0	0	0									
TCP11X2	ENSG00000215029	chrX	2.96E-01	5.39E+00	0	0	0									
TCTA	ENSG00000145022	chr3	1.53E+00	-2.47E-01	0	0.105746	0									
DRC5	ENSG00000146221	chr6	1.32E+00	3.70E-01	0	0.672622	0									
TCTN1	ENSG00000204852	chr12	1.10E+00	1.18E+00	0	0	0									
TCTN2	ENSG00000168778	chr12	9.71E-01	9.34E-01	0	0	0									
TCTN3	ENSG00000119977	chr10	9.97E-01	3.79E-01	0	0	0									
TDG	ENSG00000139372	chr12	7.07E-01	3.53E+00	0	0	0									
CRIPTO	ENSG00000241186	chr3	1.41E+00	6.23E-01	0	0	0									
CRIPTO3	ENSG00000225366	chrX	NA	1.09E+00	0	0	0									
TDO2	ENSG00000151790	chr4	1.27E+00	-4.81E-01	0	0.062616	0									
TDP1	ENSG00000042088	chr14	9.67E-01	3.26E-01	0	0	0									
TDP2	ENSG00000111802	chr6	1.16E+00	6.98E-03	0	0	0									
TDRD1	ENSG00000095627	chr10	3.46E-01	1.71E+00	0	0	0									
TDRD10	ENSG00000163239	chr1	1.09E+00	1.16E+00	0	0.234436	0									
TDRD12	ENSG00000173809	chr19	1.35E+00	-1.43E+00	0	0	0									
TDRD15	ENSG00000218819	chr2	NA	-7.25E+00	0	0	0									
TDRD3	ENSG00000083544	chr13	6.66E-01	1.07E+00	0	0.344032	0									
TDRD5	ENSG00000162782	chr1	4.41E-01	2.63E+00	0	0.320731	0									
TDRD6	ENSG00000180113	chr6	1.33E+00	-4.75E+00	0	0.030506	0									
TDRD7	ENSG00000196116	chr9	5.46E-01	1.82E+00	0	0	0									
TDRD9	ENSG00000156414	chr14	8.34E-01	2.42E+00	0	0	0									
TDRKH	ENSG00000182134	chr1	6.27E-01	2.34E+00	0	0.533119	0									
TDRP	ENSG00000180190	chr8	1.86E+00	-3.49E+00	0	0	0									
TEAD1	ENSG00000187079	chr11	2.86E-01	2.74E+00	0	0.05046	0									
TEAD2	ENSG00000074219	chr19	1.05E+00	1.58E+00	0	0.089752	0									
TEAD3	ENSG00000007866	chr6	4.16E-01	3.01E+00	0	0.585738	0									
TEAD4	ENSG00000197905	chr12	9.07E-01	1.34E+00	0	0	0									
TEC	ENSG00000135605	chr4	9.42E-01	1.98E+00	0	0.584056	0									
TECPR1	ENSG00000205356	chr7	8.73E-01	1.97E+00	0	0	0									
TECPR2	ENSG00000196663	chr14	5.79E-01	2.71E+00	0	0.550656	0									
TECR	ENSG00000099797	chr19	5.51E-01	2.01E+00	0	0.290695	0									
TECRL	ENSG00000205678	chr4	1.47E+00	-1.08E+00	0	0	0									
TECTA	ENSG00000109927	chr11	6.84E-01	1.90E+00	0	0.579772	0									
TECTB	ENSG00000119913	chr10	1.33E+00	1.20E-01	0	0.052162	0									
TEDC1	ENSG00000185347	chr14	1.13E+00	-8.26E-01	0	0.033442	0									
TEDC2	ENSG00000162062	chr16	1.29E+00	-1.06E+00	0	0	0									
TEDDM1	ENSG00000203730	chr1	NA	-5.99E-01	0	0.179533	0									
TEF	ENSG00000167074	chr22	3.73E-01	2.18E+00	0	0.400996	0									
TEFM	ENSG00000172171	chr17	9.53E-01	8.17E-01	0	0	0									
TEK	ENSG00000120156	chr9	4.21E-01	2.55E+00	0	0	0									
TEKT1	ENSG00000167858	chr17	1.23E+00	4.97E-01	0	0.122781	0									
TEKT2	ENSG00000092850	chr1	1.16E+00	5.16E-01	0	0	0									
TEKT3	ENSG00000125409	chr17	1.25E+00	5.86E-01	0	0.088897	0									
TEKT4	ENSG00000163060	chr2	1.28E+00	-2.86E+00	0	0	0									
TEKT5	ENSG00000153060	chr16	1.35E+00	-3.19E+00	0	0	0									
TELO2	ENSG00000100726	chr16	9.50E-01	-5.26E-01	0	0	0									
TEN1	ENSG00000257949	chr17	1.27E+00	3.10E-01	0	0	0									
TEN1-CDK3	ENSG00000261408	chr17	NA	3.10E-01	0	0	0									
TENM1	ENSG00000009694	chrX	2.65E-01	4.59E+00	0	0	0									
TENM2	ENSG00000145934	chr5	2.67E-01	4.37E+00	0	0.580526	0									
TENM3	ENSG00000218336	chr4	3.05E-01	3.86E+00	0	0.711321	0									
TENM4	ENSG00000149256	chr11	4.05E-01	3.77E+00	0	0.483246	0									
TENT2	ENSG00000164329	chr5	7.84E-01	5.10E-01	0	0	0									
TENT4A	ENSG00000112941	chr5	1.80E-01	2.50E+00	0	0.520077	0									
TENT4B	ENSG00000121274	chr16	2.26E-01	4.49E+00	0	0	0									
TENT5A	ENSG00000112773	chr6	5.20E-01	2.78E+00	0	0	0									
TENT5B	ENSG00000158246	chr1	8.98E-01	1.07E+00	0	0	0									
TENT5C	ENSG00000183508	chr1	4.73E-01	2.61E+00	0	0	0									
TENT5D	ENSG00000174016	chrX	NA	2.42E+00	0	0	0									
TEP1	ENSG00000129566	chr14	8.75E-01	1.68E+00	0	0	0									
SPMIP8	ENSG00000159648	chr16	1.07E+00	-1.01E-01	0	0	0									
TEPSIN	ENSG00000167302	chr17	1.31E+00	-3.30E-01	0	0	0									
TERB1	ENSG00000249961	chr16	8.42E-01	1.98E+00	0	0	0									
TERB2	ENSG00000167014	chr15	1.21E+00	7.44E-01	0	0	0									
TERF1	ENSG00000147601	chr8	5.28E-01	1.78E+00	0	0	0									
TERF2	ENSG00000132604	chr16	4.33E-01	2.65E+00	0	0	0									
TERF2IP	ENSG00000166848	chr16	1.39E+00	-1.08E+00	0	0	0									
TERT	ENSG00000164362	chr5	5.22E-01	5.41E+00	1	0.720817	0									
TES	ENSG00000135269	chr7	1.10E+00	9.79E-01	0	0	0									
TESC	ENSG00000088992	chr12	9.00E-01	1.36E+00	0	0	0									
TESK1	ENSG00000107140	chr9	4.46E-01	1.37E+00	0	0	0									
TESK2	ENSG00000070759	chr1	8.92E-01	1.36E+00	0	0.056581	0									
TESMIN	ENSG00000132749	chr11	9.55E-01	4.60E-01	0	0.066207	0									
TESPA1	ENSG00000135426	chr12	7.62E-01	2.53E-01	0	0.893152	0									
TET1	ENSG00000138336	chr10	1.39E-01	3.14E+00	0	0	0									
TET2	ENSG00000168769	chr4	2.30E+00	-3.49E-01	1	0.812705	0.995842									
TET3	ENSG00000187605	chr2	1.97E-01	4.24E+00	0	0.677579	0									
TEX10	ENSG00000136891	chr9	3.23E-01	2.11E+00	0	0.082419	0									
TEX101	ENSG00000131126	chr19	9.37E-01	9.84E-01	0	0	0									
TEX11	ENSG00000120498	chrX	1.56E-01	1.82E+00	0	0.120589	0									
TEX12	ENSG00000150783	chr11	8.98E-01	5.38E-01	0	0.035779	0									
TEX13A	ENSG00000268629	chrX	2.03E+00	-6.98E-01	0	0	0									
TEX13B	ENSG00000170925	chrX	9.35E-01	8.52E-01	0	0	0									
TEX13C	ENSG00000282815	chrX	NA	-4.47E+00	0	0	0									
TEX13D	ENSG00000282419	chrX	NA	1.25E-01	0	0	0									
TEX14	ENSG00000121101	chr17	1.07E+00	2.40E-01	0	0	0									
TEX15	ENSG00000133863	chr8	8.18E-01	-7.31E-01	0	0.073796	0									
TEX19	ENSG00000182459	chr17	NA	3.19E-01	0	0	0									
TEX2	ENSG00000136478	chr17	6.23E-01	1.98E+00	0	0	0									
TEX22	ENSG00000226174	chr14	2.15E+00	-3.35E-01	0	0.030794	0									
TEX26	ENSG00000175664	chr13	1.28E+00	-9.59E-01	0	0	0									
TEX261	ENSG00000144043	chr2	8.24E-01	1.02E+00	0	0	0									
TEX264	ENSG00000164081	chr3	8.84E-01	1.41E+00	0	0	0									
TEX29	ENSG00000153495	chr13	1.98E+00	5.25E-01	0	0.110676	0									
TEX30	ENSG00000151287	chr13	9.19E-01	6.39E-01	0	0.047592	0									
CIMIP4	ENSG00000185264	chr22	1.18E+00	-5.00E-01	0	0	0									
TEX35	ENSG00000240021	chr1	1.13E+00	-1.16E-01	0	0	0									
TEX36	ENSG00000175018	chr10	1.43E+00	1.22E-01	0	0	0									
SPMIP9	ENSG00000172073	chr2	1.47E+00	-2.00E-01	0	0	0									
TEX38	ENSG00000186118	chr1	3.90E+00	8.11E-01	0	0	0									
SPMIP10	ENSG00000196900	chr5	1.57E+00	4.23E-01	0	0	0									
TEX44	ENSG00000177673	chr2	NA	4.28E-01	0	0	0									
SAXO5	ENSG00000198723	chr19	1.25E+00	4.69E-01	0	0	0									
TEX46	ENSG00000227868	chr1	2.23E+00	6.91E-01	0	0.158228	0									
TEX47	ENSG00000164645	chr7	1.48E+00	-6.97E-02	0	0	0									
TEX48	ENSG00000230601	chr9	1.28E+00	8.44E-01	0	0.417529	0									
SPMIP11	ENSG00000257987	chr12	3.13E+00	-2.80E+00	0	0	0									
TEX50	ENSG00000232113	chr1	7.89E-01	1.07E+00	0	0.076116	0									
TEX51	ENSG00000237524	chr2	2.75E+00	-3.13E+00	0	0	0									
TEX52	ENSG00000283297	chr12	1.78E+00	-5.23E-01	0	0	0									
TEX54	ENSG00000283268	chr11	NA	-3.70E+00	0	0	0									
TEX55	ENSG00000163424	chr3	9.38E-01	-9.60E-03	0	0	0									
TEX9	ENSG00000151575	chr15	1.51E+00	-1.49E+00	0	0.150868	0									
TF	ENSG00000091513	chr3	8.36E-01	1.90E+00	0	0	0									
TFAM	ENSG00000108064	chr10	6.75E-01	1.56E+00	0	0	0									
TFAP2A	ENSG00000137203	chr6	3.17E-01	2.65E+00	0	0.218769	0									
TFAP2B	ENSG00000008196	chr6	3.55E-01	1.59E+00	0	0	0									
TFAP2C	ENSG00000087510	chr20	3.66E-01	2.27E+00	0	0	0									
TFAP2D	ENSG00000008197	chr6	3.60E-01	8.71E-01	0	0.167206	0									
TFAP2E	ENSG00000116819	chr1	1.07E+00	1.20E+00	0	0.199872	0									
TFAP4	ENSG00000090447	chr16	3.26E-01	1.55E+00	0	0	0									
TFB1M	ENSG00000029639	chr6	1.20E+00	5.14E-01	0	0	0									
TFB2M	ENSG00000162851	chr1	1.37E+00	-1.12E-01	0	0	0									
TFCP2	ENSG00000135457	chr12	6.01E-01	4.37E+00	0	0	0									
TFCP2L1	ENSG00000115112	chr2	2.69E-01	2.33E+00	0	0.539961	0									
TFDP1	ENSG00000198176	chr13	2.47E-01	3.81E+00	0	0.416122	0									
TFDP2	ENSG00000114126	chr3	4.30E-01	2.56E+00	0	0	0									
TFDP3	ENSG00000183434	chrX	NA	-7.48E-01	0	0	0									
TFE3	ENSG00000068323	chrX	3.01E-01	2.35E+00	0	0	0									
TFEB	ENSG00000112561	chr6	4.05E-01	2.21E+00	0	0	0									
TFEC	ENSG00000105967	chr7	1.01E+00	4.45E-02	0	0	0									
TFF1	ENSG00000160182	chr21	1.87E+00	-2.63E-01	0	0	0									
TFF2	ENSG00000160181	chr21	1.74E+00	-4.13E-02	0	0	0									
TFF3	ENSG00000160180	chr21	1.22E+00	2.40E-01	0	0.074838	0									
TFG	ENSG00000114354	chr3	6.11E-01	1.33E+00	0	0	0									
TFIP11	ENSG00000100109	chr22	1.06E+00	2.54E+00	0	0	0									
TFPI	ENSG00000003436	chr2	6.67E-01	1.41E+00	0	0.345673	0									
TFPI2	ENSG00000105825	chr7	1.41E+00	2.13E-01	0	0.108971	0									
TFPT	ENSG00000105619	chr19	1.29E+00	1.86E-01	0	0	0									
TFR2	ENSG00000106327	chr7	8.58E-01	1.69E+00	0	0.03685	0									
TFRC	ENSG00000072274	chr3	5.41E-01	1.31E+00	1	0	0									
TG	ENSG00000042832	chr8	9.20E-01	-9.77E-01	0	0.899597	0									
TGDS	ENSG00000088451	chr13	1.15E+00	9.05E-01	0	0.031703	0									
TGFA	ENSG00000163235	chr2	8.97E-01	9.65E-01	0	0.555122	0									
TGFB1	ENSG00000105329	chr19	6.37E-01	1.57E+00	1	0	0									
TGFB1I1	ENSG00000140682	chr16	8.49E-01	6.52E-01	0	0	0									
TGFB2	ENSG00000092969	chr1	4.84E-01	2.39E+00	0	0.713871	0									
TGFB3	ENSG00000119699	chr14	2.62E-01	2.91E+00	0	0.044066	0									
TGFBI	ENSG00000120708	chr5	8.58E-01	5.47E-01	0	0.424124	0									
TGFBR1	ENSG00000106799	chr9	5.27E-01	3.99E+00	1	0.506222	0									
TGFBR2	ENSG00000163513	chr3	5.45E-01	3.13E+00	1	0.046197	0									
TGFBR3	ENSG00000069702	chr1	6.69E-01	2.32E+00	0	0.665499	0									
TGFBR3L	ENSG00000260001	chr19	1.48E+00	3.64E-01	0	0	0									
TGFBRAP1	ENSG00000135966	chr2	3.49E-01	1.92E+00	0	0.044225	0									
TGIF1	ENSG00000177426	chr18	4.74E-01	1.53E+00	0	0.390987	0									
TGIF2	ENSG00000118707	chr20	6.97E-01	9.44E-01	0	0	0									
TGIF2-RAB5IF	ENSG00000259399	chr20	9.21E-01	7.29E-01	0	0	0									
TGIF2LX	ENSG00000153779	chrX	4.01E+00	3.02E+00	0	0	0									
TGIF2LY	ENSG00000176679	chrY	NA	2.53E+00	0	0	0									
TGM1	ENSG00000092295	chr14	8.76E-01	1.56E+00	0	0	0									
TGM2	ENSG00000198959	chr20	8.82E-01	1.21E+00	0	0	0									
TGM3	ENSG00000125780	chr20	8.88E-01	-2.56E-01	0	0	0									
TGM4	ENSG00000163810	chr3	9.90E-01	7.23E-01	0	0	0									
TGM5	ENSG00000104055	chr15	1.09E+00	7.76E-01	0	0	0									
TGM6	ENSG00000166948	chr20	1.16E+00	-3.86E-01	0	0	0									
TGM7	ENSG00000159495	chr15	1.13E+00	-8.60E-02	0	0	0									
TGOLN2	ENSG00000152291	chr2	8.90E-01	3.47E-01	0	0	0									
TGS1	ENSG00000137574	chr8	9.15E-01	-8.19E-01	0	0.043545	0									
TH	ENSG00000180176	chr11	1.08E+00	-3.76E-01	0	0.539824	0									
THADA	ENSG00000115970	chr2	1.09E+00	-5.72E+00	0	0.586665	0									
THAP1	ENSG00000131931	chr8	6.52E-01	2.06E+00	0	0	0									
THAP10	ENSG00000129028	chr15	1.08E+00	4.91E-01	0	0.064812	0									
THAP11	ENSG00000168286	chr16	6.00E-01	2.97E+00	0	0	0									
THAP12	ENSG00000137492	chr11	4.61E-01	4.81E+00	0	0.144815	0									
THAP2	ENSG00000173451	chr12	1.29E+00	3.75E-01	0	0	0									
THAP3	ENSG00000041988	chr1	1.10E+00	6.93E-01	0	0.424504	0									
THAP4	ENSG00000176946	chr2	5.55E-01	1.82E+00	0	0	0									
THAP5	ENSG00000177683	chr7	1.06E+00	1.18E+00	0	0.405176	0									
THAP6	ENSG00000174796	chr4	1.03E+00	-1.12E-02	0	0.331749	0									
THAP7	ENSG00000184436	chr22	1.08E+00	-6.64E-01	0	0	0									
THAP8	ENSG00000161277	chr19	1.35E+00	-6.72E-01	0	0	0									
THAP9	ENSG00000168152	chr4	8.14E-01	2.34E+00	0	0.041511	0									
THBD	ENSG00000178726	chr20	NA	-4.95E-01	1	0	0									
THBS1	ENSG00000137801	chr15	3.14E-01	3.77E+00	0	0	0									
THBS2	ENSG00000186340	chr6	4.43E-01	3.36E+00	0	0.442381	0									
THBS3	ENSG00000169231	chr1	7.96E-01	2.30E+00	0	0.387984	0									
THBS4	ENSG00000113296	chr5	9.27E-01	1.77E+00	0	0.12882	0									
SPMAP2	ENSG00000105549	chr19	1.25E+00	-9.43E-01	0	0	0									
SPMAP2L	ENSG00000249693	chr4	1.11E+00	2.79E-01	0	0	0									
THEM4	ENSG00000159445	chr1	1.26E+00	3.51E-01	0	0.149857	0									
THEM5	ENSG00000196407	chr1	1.59E+00	9.10E-01	0	0.389723	0									
THEM6	ENSG00000130193	chr8	1.24E+00	-1.07E-01	0	0	0									
THEMIS	ENSG00000172673	chr6	9.26E-01	-6.94E-01	0	0.710911	0									
THEMIS2	ENSG00000130775	chr1	8.44E-01	2.02E+00	0	0	0									
THG1L	ENSG00000113272	chr5	1.06E+00	-1.16E-01	0	0	0									
THNSL1	ENSG00000185875	chr10	1.21E+00	-3.51E-01	0	0.122064	0									
THNSL2	ENSG00000144115	chr2	1.13E+00	1.24E+00	0	0	0									
THOC1	ENSG00000079134	chr18	4.06E-01	3.60E+00	0	0.407149	0									
THOC2	ENSG00000125676	chrX	1.32E-01	7.79E+00	0	0.510094	0									
THOC3	ENSG00000051596	chr5	3.92E-01	6.65E+00	0	0	0									
THOC5	ENSG00000100296	chr22	5.97E-01	2.79E+00	0	0	0									
THOC6	ENSG00000131652	chr16	9.12E-01	-8.11E-01	0	0	0									
THOC7	ENSG00000163634	chr3	9.48E-01	1.67E+00	0	0.430878	0									
THOP1	ENSG00000172009	chr19	8.66E-01	1.81E+00	0	0	0									
THPO	ENSG00000090534	chr3	1.14E+00	1.29E+00	0	0	0									
THRA	ENSG00000126351	chr17	4.59E-01	5.03E+00	0	0.298826	0									
THRAP3	ENSG00000054118	chr1	2.41E-01	2.63E+00	0	0	0									
THRB	ENSG00000151090	chr3	4.07E-01	4.24E+00	0	0.471893	0									
THRSP	ENSG00000151365	chr11	1.42E+00	3.47E-01	0	0.456903	0									
THSD1	ENSG00000136114	chr13	9.79E-01	4.62E-01	0	0	0									
THSD4	ENSG00000187720	chr15	7.09E-01	-2.17E-02	0	0.070083	0									
THSD7A	ENSG00000005108	chr7	4.92E-01	-2.06E+00	0	0.673042	0									
THSD7B	ENSG00000144229	chr2	7.44E-01	5.78E-01	0	0.406221	0									
THTPA	ENSG00000259431	chr14	1.47E+00	-3.25E-03	0	0	0									
THUMPD1	ENSG00000066654	chr16	1.32E+00	-3.75E-01	0	0	0									
THUMPD2	ENSG00000138050	chr2	1.41E+00	-2.00E+00	0	0.297836	0									
THUMPD3	ENSG00000134077	chr3	1.04E+00	-4.75E-02	0	0	0									
THY1	ENSG00000154096	chr11	1.14E+00	1.29E+00	0	0.032756	0									
THYN1	ENSG00000151500	chr11	1.40E+00	3.51E-01	0	0.39293	0									
TIA1	ENSG00000116001	chr2	4.95E-01	2.09E+00	0	0	0									
TIAL1	ENSG00000151923	chr10	2.20E-01	4.71E+00	0	0	0									
TIAM1	ENSG00000156299	chr21	4.89E-01	2.41E+00	0	0.527899	0									
TIAM2	ENSG00000146426	chr6	6.30E-01	1.44E+00	0	0.06772	0									
TICAM1	ENSG00000127666	chr19	NA	6.02E-01	1	0.707958	0									
TICAM2	ENSG00000243414	chr5	1.99E+00	-6.45E-01	0	0	0									
TICRR	ENSG00000140534	chr15	8.56E-01	-2.23E+00	0	0	0									
TIE1	ENSG00000066056	chr1	8.13E-01	1.81E+00	0	0	0									
TIFA	ENSG00000145365	chr4	NA	8.49E-01	0	0.122965	0									
TIFAB	ENSG00000255833	chr5	NA	-5.49E-01	0	0.10026	0									
TIGAR	ENSG00000078237	chr12	7.35E-01	1.64E+00	0	0	0									
TIGD1	ENSG00000221944	chr2	1.36E+00	-4.68E+00	0	0	0									
TIGD2	ENSG00000180346	chr4	8.11E-01	4.69E-01	0	0.424123	0									
TIGD3	ENSG00000173825	chr11	8.89E-01	5.18E-01	0	0	0									
TIGD4	ENSG00000169989	chr4	1.17E+00	4.39E-01	0	0.086308	0									
TIGD5	ENSG00000179886	chr8	1.17E+00	-1.50E-01	0	0	0									
TIGD6	ENSG00000164296	chr5	1.85E+00	5.62E-01	0	0.038117	0									
TIGD7	ENSG00000140993	chr16	1.45E+00	-6.30E-01	0	0	0									
TIGIT	ENSG00000181847	chr3	9.31E-01	2.17E-01	0	0	0									
TIMD4	ENSG00000145850	chr5	1.02E+00	-1.27E-01	0	0	0									
TIMELESS	ENSG00000111602	chr12	8.76E-01	7.67E-01	0	0	0									
TIMM10	ENSG00000134809	chr11	2.26E+00	1.26E+00	0	0	0									
TIMM10B	ENSG00000132286	chr11	2.03E+00	-1.17E+00	0	0	0									
TIMM13	ENSG00000099800	chr19	1.32E+00	-5.26E-01	0	0	0									
TIMM17A	ENSG00000134375	chr1	8.72E-01	2.65E-01	0	0	0									
TIMM17B	ENSG00000126768	chrX	1.06E+00	1.32E+00	0	0	0									
TIMM21	ENSG00000075336	chr18	1.47E+00	2.68E-01	0	0.344862	0									
TIMM22	ENSG00000177370	chr17	1.06E+00	-6.75E-01	0	0.074479	0									
TIMM23	ENSG00000265354	chr10	9.07E-01	1.75E+00	0	0	0									
TIMM23B	ENSG00000204152	chr10	1.36E+00	1.07E+00	0	0	0									
TIMM23B-AGAP6	ENSG00000178440	chr10	1.08E+00	1.87E+00	0	0	0									
TIMM29	ENSG00000142444	chr19	1.67E+00	-4.20E-01	0	0.084251	0									
TIMM44	ENSG00000104980	chr19	7.62E-01	5.35E-01	0	0	0									
TIMM50	ENSG00000105197	chr19	9.12E-01	3.85E-01	0	0	0									
TIMM8A	ENSG00000126953	chrX	9.31E-01	2.02E+00	0	0	0									
TIMM8B	ENSG00000150779	chr11	1.24E+00	2.14E-01	0	0.034776	0									
TIMM9	ENSG00000100575	chr14	1.26E+00	5.85E-01	0	0.066701	0									
TIMMDC1	ENSG00000113845	chr3	1.07E+00	4.62E-01	0	0.545822	0									
TIMP1	ENSG00000102265	chrX	7.65E-01	1.23E+00	0	0	0									
TIMP2	ENSG00000035862	chr17	4.33E-01	1.89E+00	0	0.033237	0									
TIMP3	ENSG00000100234	chr22	6.06E-01	2.45E+00	0	0.500718	0									
TIMP4	ENSG00000157150	chr3	1.41E+00	-5.43E-01	0	0.595769	0									
TINAG	ENSG00000137251	chr6	1.37E+00	-1.93E+00	0	0.072742	0									
